SAMPLE_ID,PROTOCOL_NAME,SAMPLE_DATA_TYPE,TOX21_ID_x,SAMPLE_NAME_x,CAS_x,ASSAY_OUTCOME,CHANNEL_OUTCOME,AC50,EFFICACY,PUBCHEM_SID_x,PURITY,PURITY_RATING_x,REPRODUCIBILITY,CURVE_RANK,FLAG,FLAG    ,TOX21_ID_y,CAS_y,PUBCHEM_SID_y,SAMPLE_NAME_y,PURITY_RATING_y,PURITY_RATING_4M,PUBCHEM_CID,LAST_MODIFIED,SMILES
NCGC00016335-01,tox21-gr-hela-bla-antagonist-p1,activity,Tox21_110378,Dienestrol,84-17-3,active antagonist,active antagonist,6.9557184275,-34.031146764266666,144203929,A,active_match,-2.66667,,,,Tox21_110378,84-17-3,144203929,Dienestrol,A,A,667476,16-JAN-19 01.02.54.000000000 PM,Oc1ccc(cc1)C(=C\C)/C(=C/C)c2ccc(O)cc2
NCGC00016335-01,tox21-pparg-bla-agonist-p1,activity,Tox21_110378,Dienestrol,84-17-3,inactive,inactive,0.0,144203929.0,A,inactive_match,0,,,,,Tox21_110378,84-17-3,144203929,Dienestrol,A,A,667476,16-JAN-19 01.02.54.000000000 PM,Oc1ccc(cc1)C(=C\C)/C(=C/C)c2ccc(O)cc2
NCGC00016335-01,tox21-er-bla-antagonist-p1,activity,Tox21_110378,Dienestrol,84-17-3,inconclusive,inconclusive agonist,0.0,144203929.0,A,inactive_match,1,,,,,Tox21_110378,84-17-3,144203929,Dienestrol,A,A,667476,16-JAN-19 01.02.54.000000000 PM,Oc1ccc(cc1)C(=C\C)/C(=C/C)c2ccc(O)cc2
NCGC00016335-01,tox21-er-bla-agonist-p2,activity,Tox21_110378,Dienestrol,84-17-3,active agonist,active agonist,0.0008100894,99.90960903,144203929,A,active_match,9,,,,Tox21_110378,84-17-3,144203929,Dienestrol,A,A,667476,16-JAN-19 01.02.54.000000000 PM,Oc1ccc(cc1)C(=C\C)/C(=C/C)c2ccc(O)cc2
NCGC00016335-01,tox21-ar-bla-agonist-p1,activity,Tox21_110378,Dienestrol,84-17-3,inactive,inactive,0.0,144203929.0,A,inactive_match,0,,,,,Tox21_110378,84-17-3,144203929,Dienestrol,A,A,667476,16-JAN-19 01.02.54.000000000 PM,Oc1ccc(cc1)C(=C\C)/C(=C/C)c2ccc(O)cc2
NCGC00016335-01,tox21-gr-hela-bla-agonist-p1,activity,Tox21_110378,Dienestrol,84-17-3,inactive,inactive,0.0,144203929.0,A,inactive_match,0,,,,,Tox21_110378,84-17-3,144203929,Dienestrol,A,A,667476,16-JAN-19 01.02.54.000000000 PM,Oc1ccc(cc1)C(=C\C)/C(=C/C)c2ccc(O)cc2
NCGC00016335-01,tox21-ar-bla-antagonist-p1,activity,Tox21_110378,Dienestrol,84-17-3,active antagonist,active antagonist,10.6090214249,-43.70527338233333,144203929,A,active_match,-2.66667,,,,Tox21_110378,84-17-3,144203929,Dienestrol,A,A,667476,16-JAN-19 01.02.54.000000000 PM,Oc1ccc(cc1)C(=C\C)/C(=C/C)c2ccc(O)cc2
NCGC00015861-09,tox21-ppard-bla-antagonist-p1,activity,Tox21_110247_1,Propentofylline,55242-55-2,inactive,inactive,0.0,170465624.0,A,inactive_match,0.66667,,,,,Tox21_110247_1,55242-55-2,170465624,Propentofylline,A,,4938,16-JAN-19 01.02.54.000000000 PM,CC(=O)CCCCN2C(=O)c1n(cnc1N(C)C2=O)CCC
NCGC00015861-09,tox21-rxr-bla-agonist-p1,activity,Tox21_110247_1,Propentofylline,55242-55-2,inactive,inactive,0.0,170465624.0,A,inactive_match,0,,,,,Tox21_110247_1,55242-55-2,170465624,Propentofylline,A,,4938,16-JAN-19 01.02.54.000000000 PM,CC(=O)CCCCN2C(=O)c1n(cnc1N(C)C2=O)CCC
NCGC00015861-09,tox21-pparg-bla-antagonist-p1,activity,Tox21_110247_1,Propentofylline,55242-55-2,inactive,inactive,0.0,170465624.0,A,inactive_match,0.66667,,,,,Tox21_110247_1,55242-55-2,170465624,Propentofylline,A,,4938,16-JAN-19 01.02.54.000000000 PM,CC(=O)CCCCN2C(=O)c1n(cnc1N(C)C2=O)CCC
NCGC00015861-09,tox21-fxr-bla-antagonist-p1,activity,Tox21_110247_1,Propentofylline,55242-55-2,inactive,inactive,0.0,170465624.0,A,inactive_match,0,,,,,Tox21_110247_1,55242-55-2,170465624,Propentofylline,A,,4938,16-JAN-19 01.02.54.000000000 PM,CC(=O)CCCCN2C(=O)c1n(cnc1N(C)C2=O)CCC
NCGC00015861-09,tox21-fxr-bla-agonist-p2,activity,Tox21_110247_1,Propentofylline,55242-55-2,inactive,inactive,0.0,170465624.0,A,inactive_match,0,,,,,Tox21_110247_1,55242-55-2,170465624,Propentofylline,A,,4938,16-JAN-19 01.02.54.000000000 PM,CC(=O)CCCCN2C(=O)c1n(cnc1N(C)C2=O)CCC
NCGC00015861-09,tox21-vdr-bla-antagonist-p1,activity,Tox21_110247_1,Propentofylline,55242-55-2,inactive,inactive,0.0,170465624.0,A,inactive_match,0,,,,,Tox21_110247_1,55242-55-2,170465624,Propentofylline,A,,4938,16-JAN-19 01.02.54.000000000 PM,CC(=O)CCCCN2C(=O)c1n(cnc1N(C)C2=O)CCC
NCGC00015861-09,tox21-vdr-bla-agonist-p1,activity,Tox21_110247_1,Propentofylline,55242-55-2,inactive,inactive,0.0,170465624.0,A,inactive_match,0,,,,,Tox21_110247_1,55242-55-2,170465624,Propentofylline,A,,4938,16-JAN-19 01.02.54.000000000 PM,CC(=O)CCCCN2C(=O)c1n(cnc1N(C)C2=O)CCC
NCGC00015861-09,tox21-ppard-bla-agonist-p1,activity,Tox21_110247_1,Propentofylline,55242-55-2,inactive,inactive,0.0,170465624.0,A,inactive_match,0,,,,,Tox21_110247_1,55242-55-2,170465624,Propentofylline,A,,4938,16-JAN-19 01.02.54.000000000 PM,CC(=O)CCCCN2C(=O)c1n(cnc1N(C)C2=O)CCC
NCGC00095161-05,tox21-ppard-bla-antagonist-p1,activity,Tox21_111460_1,Rebamipide,90098-04-7,inactive,inactive,0.0,170465891.0,A,inactive_match,0,,,,,Tox21_111460_1,90098-04-7,170465891,Rebamipide,A,,5042,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(cc1)C(=O)NC(CC3=CC(=O)Nc2ccccc23)C(=O)O
NCGC00095161-05,tox21-rxr-bla-agonist-p1,activity,Tox21_111460_1,Rebamipide,90098-04-7,inactive,inactive,0.0,170465891.0,A,inactive_match,0,,,,,Tox21_111460_1,90098-04-7,170465891,Rebamipide,A,,5042,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(cc1)C(=O)NC(CC3=CC(=O)Nc2ccccc23)C(=O)O
NCGC00095161-05,tox21-pparg-bla-antagonist-p1,activity,Tox21_111460_1,Rebamipide,90098-04-7,inactive,inactive,0.0,170465891.0,A,inactive_match,0,,,,,Tox21_111460_1,90098-04-7,170465891,Rebamipide,A,,5042,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(cc1)C(=O)NC(CC3=CC(=O)Nc2ccccc23)C(=O)O
NCGC00095161-05,tox21-fxr-bla-antagonist-p1,activity,Tox21_111460_1,Rebamipide,90098-04-7,inactive,inactive,0.0,170465891.0,A,inactive_match,0,,,,,Tox21_111460_1,90098-04-7,170465891,Rebamipide,A,,5042,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(cc1)C(=O)NC(CC3=CC(=O)Nc2ccccc23)C(=O)O
NCGC00095161-05,tox21-fxr-bla-agonist-p2,activity,Tox21_111460_1,Rebamipide,90098-04-7,inactive,inactive,0.0,170465891.0,A,inactive_match,0,,,,,Tox21_111460_1,90098-04-7,170465891,Rebamipide,A,,5042,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(cc1)C(=O)NC(CC3=CC(=O)Nc2ccccc23)C(=O)O
NCGC00095161-05,tox21-vdr-bla-antagonist-p1,activity,Tox21_111460_1,Rebamipide,90098-04-7,inactive,inactive,0.0,170465891.0,A,inactive_match,0,,,,,Tox21_111460_1,90098-04-7,170465891,Rebamipide,A,,5042,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(cc1)C(=O)NC(CC3=CC(=O)Nc2ccccc23)C(=O)O
NCGC00095161-05,tox21-vdr-bla-agonist-p1,activity,Tox21_111460_1,Rebamipide,90098-04-7,inactive,inactive,0.0,170465891.0,A,inactive_match,0,,,,,Tox21_111460_1,90098-04-7,170465891,Rebamipide,A,,5042,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(cc1)C(=O)NC(CC3=CC(=O)Nc2ccccc23)C(=O)O
NCGC00095161-05,tox21-ppard-bla-agonist-p1,activity,Tox21_111460_1,Rebamipide,90098-04-7,inactive,inactive,0.0,170465891.0,A,inactive_match,0,,,,,Tox21_111460_1,90098-04-7,170465891,Rebamipide,A,,5042,16-JAN-19 01.02.54.000000000 PM,Clc1ccc(cc1)C(=O)NC(CC3=CC(=O)Nc2ccccc23)C(=O)O
NCGC00094916-06,tox21-ppard-bla-antagonist-p1,activity,Tox21_110643_1,Suprofen,40828-46-4,inactive,inactive,0.0,170465412.0,A,inactive_match,0,,,,,Tox21_110643_1,40828-46-4,170465412,Suprofen,A,,5359,16-JAN-19 01.02.54.000000000 PM,O=C(c1ccc(cc1)C(C)C(=O)O)c2cccs2
NCGC00094916-06,tox21-rxr-bla-agonist-p1,activity,Tox21_110643_1,Suprofen,40828-46-4,inactive,inactive,0.0,170465412.0,A,inactive_match,0,,,,,Tox21_110643_1,40828-46-4,170465412,Suprofen,A,,5359,16-JAN-19 01.02.54.000000000 PM,O=C(c1ccc(cc1)C(C)C(=O)O)c2cccs2
NCGC00094916-06,tox21-pparg-bla-antagonist-p1,activity,Tox21_110643_1,Suprofen,40828-46-4,inconclusive,inconclusive antagonist,0.0,170465412.0,A,inactive_match,-1,,,,,Tox21_110643_1,40828-46-4,170465412,Suprofen,A,,5359,16-JAN-19 01.02.54.000000000 PM,O=C(c1ccc(cc1)C(C)C(=O)O)c2cccs2
NCGC00094916-06,tox21-fxr-bla-antagonist-p1,activity,Tox21_110643_1,Suprofen,40828-46-4,inactive,inactive,0.0,170465412.0,A,inactive_match,0,,,,,Tox21_110643_1,40828-46-4,170465412,Suprofen,A,,5359,16-JAN-19 01.02.54.000000000 PM,O=C(c1ccc(cc1)C(C)C(=O)O)c2cccs2
NCGC00094916-06,tox21-fxr-bla-agonist-p2,activity,Tox21_110643_1,Suprofen,40828-46-4,inactive,inactive,0.0,170465412.0,A,inactive_match,0,,,,,Tox21_110643_1,40828-46-4,170465412,Suprofen,A,,5359,16-JAN-19 01.02.54.000000000 PM,O=C(c1ccc(cc1)C(C)C(=O)O)c2cccs2
NCGC00094916-06,tox21-vdr-bla-antagonist-p1,activity,Tox21_110643_1,Suprofen,40828-46-4,inactive,inactive,0.0,170465412.0,A,inactive_match,0,,,,,Tox21_110643_1,40828-46-4,170465412,Suprofen,A,,5359,16-JAN-19 01.02.54.000000000 PM,O=C(c1ccc(cc1)C(C)C(=O)O)c2cccs2
NCGC00094916-06,tox21-vdr-bla-agonist-p1,activity,Tox21_110643_1,Suprofen,40828-46-4,inactive,inactive,0.0,170465412.0,A,inactive_match,0,,,,,Tox21_110643_1,40828-46-4,170465412,Suprofen,A,,5359,16-JAN-19 01.02.54.000000000 PM,O=C(c1ccc(cc1)C(C)C(=O)O)c2cccs2
NCGC00094916-06,tox21-ppard-bla-agonist-p1,activity,Tox21_110643_1,Suprofen,40828-46-4,inactive,inactive,0.0,170465412.0,A,inactive_match,0,,,,,Tox21_110643_1,40828-46-4,170465412,Suprofen,A,,5359,16-JAN-19 01.02.54.000000000 PM,O=C(c1ccc(cc1)C(C)C(=O)O)c2cccs2
NCGC00021304-05,tox21-ppard-bla-antagonist-p1,activity,Tox21_110356_1,21-Hydroxyprogesterone,64-85-7,inactive,inactive,0.0,170466468.0,A,inactive_match,0,,,,,Tox21_110356_1,64-85-7,170466468,21-Hydroxyprogesterone,A,,6166,16-JAN-19 01.02.54.000000000 PM,OCC(=O)[C@H]2CC[C@H]3[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@]23C
NCGC00021304-05,tox21-rxr-bla-agonist-p1,activity,Tox21_110356_1,21-Hydroxyprogesterone,64-85-7,inconclusive,inconclusive antagonist,25.3314793975,-27.04538993,170466468,A,inconclusive,-1.33333,,,,Tox21_110356_1,64-85-7,170466468,21-Hydroxyprogesterone,A,,6166,16-JAN-19 01.02.54.000000000 PM,OCC(=O)[C@H]2CC[C@H]3[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@]23C
NCGC00021304-05,tox21-pparg-bla-antagonist-p1,activity,Tox21_110356_1,21-Hydroxyprogesterone,64-85-7,inconclusive agonist,inconclusive agonist,0.0,170466468.0,A,inconclusive,1.33333,,,,,Tox21_110356_1,64-85-7,170466468,21-Hydroxyprogesterone,A,,6166,16-JAN-19 01.02.54.000000000 PM,OCC(=O)[C@H]2CC[C@H]3[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@]23C
NCGC00021304-05,tox21-fxr-bla-antagonist-p1,activity,Tox21_110356_1,21-Hydroxyprogesterone,64-85-7,inactive,inactive,0.0,170466468.0,A,inactive_match,0,,,,,Tox21_110356_1,64-85-7,170466468,21-Hydroxyprogesterone,A,,6166,16-JAN-19 01.02.54.000000000 PM,OCC(=O)[C@H]2CC[C@H]3[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@]23C
NCGC00021304-05,tox21-fxr-bla-agonist-p2,activity,Tox21_110356_1,21-Hydroxyprogesterone,64-85-7,inactive,inactive,0.0,170466468.0,A,inactive_match,0,,,,,Tox21_110356_1,64-85-7,170466468,21-Hydroxyprogesterone,A,,6166,16-JAN-19 01.02.54.000000000 PM,OCC(=O)[C@H]2CC[C@H]3[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@]23C
NCGC00021304-05,tox21-vdr-bla-antagonist-p1,activity,Tox21_110356_1,21-Hydroxyprogesterone,64-85-7,inactive,inactive,0.0,170466468.0,A,inactive_match,0.66667,,,,,Tox21_110356_1,64-85-7,170466468,21-Hydroxyprogesterone,A,,6166,16-JAN-19 01.02.54.000000000 PM,OCC(=O)[C@H]2CC[C@H]3[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@]23C
NCGC00021304-05,tox21-vdr-bla-agonist-p1,activity,Tox21_110356_1,21-Hydroxyprogesterone,64-85-7,inactive,inactive,0.0,170466468.0,A,inactive_match,0,,,,,Tox21_110356_1,64-85-7,170466468,21-Hydroxyprogesterone,A,,6166,16-JAN-19 01.02.54.000000000 PM,OCC(=O)[C@H]2CC[C@H]3[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@]23C
NCGC00021304-05,tox21-ppard-bla-agonist-p1,activity,Tox21_110356_1,21-Hydroxyprogesterone,64-85-7,inactive,inactive,0.0,170466468.0,A,inactive_match,-0.66667,,,,,Tox21_110356_1,64-85-7,170466468,21-Hydroxyprogesterone,A,,6166,16-JAN-19 01.02.54.000000000 PM,OCC(=O)[C@H]2CC[C@H]3[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@]23C
NCGC00022472-10,tox21-ppard-bla-antagonist-p1,activity,Tox21_110879_1,Corticosterone,50-22-6,inactive,inactive,0.0,170466845.0,A,inactive_match,0,,,,,Tox21_110879_1,50-22-6,170466845,Corticosterone,A,,5753,16-JAN-19 01.02.54.000000000 PM,OCC(=O)[C@H]4CC[C@@H]2[C@]4(C)C[C@H](O)[C@@H]1[C@@]3(C)CCC(=O)C=C3CC[C@H]12
NCGC00022472-10,tox21-rxr-bla-agonist-p1,activity,Tox21_110879_1,Corticosterone,50-22-6,inactive,inactive,0.0,170466845.0,A,inactive_match,0,,,,,Tox21_110879_1,50-22-6,170466845,Corticosterone,A,,5753,16-JAN-19 01.02.54.000000000 PM,OCC(=O)[C@H]4CC[C@@H]2[C@]4(C)C[C@H](O)[C@@H]1[C@@]3(C)CCC(=O)C=C3CC[C@H]12
NCGC00022472-10,tox21-pparg-bla-antagonist-p1,activity,Tox21_110879_1,Corticosterone,50-22-6,inactive,inactive,0.0,170466845.0,A,inactive_match,0.66667,,,,,Tox21_110879_1,50-22-6,170466845,Corticosterone,A,,5753,16-JAN-19 01.02.54.000000000 PM,OCC(=O)[C@H]4CC[C@@H]2[C@]4(C)C[C@H](O)[C@@H]1[C@@]3(C)CCC(=O)C=C3CC[C@H]12
NCGC00022472-10,tox21-fxr-bla-antagonist-p1,activity,Tox21_110879_1,Corticosterone,50-22-6,inactive,inactive,0.0,170466845.0,A,inactive_match,0,,,,,Tox21_110879_1,50-22-6,170466845,Corticosterone,A,,5753,16-JAN-19 01.02.54.000000000 PM,OCC(=O)[C@H]4CC[C@@H]2[C@]4(C)C[C@H](O)[C@@H]1[C@@]3(C)CCC(=O)C=C3CC[C@H]12
NCGC00022472-10,tox21-fxr-bla-agonist-p2,activity,Tox21_110879_1,Corticosterone,50-22-6,inactive,inactive,0.0,170466845.0,A,inactive_match,0,,,,,Tox21_110879_1,50-22-6,170466845,Corticosterone,A,,5753,16-JAN-19 01.02.54.000000000 PM,OCC(=O)[C@H]4CC[C@@H]2[C@]4(C)C[C@H](O)[C@@H]1[C@@]3(C)CCC(=O)C=C3CC[C@H]12
NCGC00022472-10,tox21-vdr-bla-antagonist-p1,activity,Tox21_110879_1,Corticosterone,50-22-6,inactive,inactive,0.0,170466845.0,A,inactive_match,0,,,,,Tox21_110879_1,50-22-6,170466845,Corticosterone,A,,5753,16-JAN-19 01.02.54.000000000 PM,OCC(=O)[C@H]4CC[C@@H]2[C@]4(C)C[C@H](O)[C@@H]1[C@@]3(C)CCC(=O)C=C3CC[C@H]12
NCGC00022472-10,tox21-vdr-bla-agonist-p1,activity,Tox21_110879_1,Corticosterone,50-22-6,inactive,inactive,0.0,170466845.0,A,inactive_match,0,,,,,Tox21_110879_1,50-22-6,170466845,Corticosterone,A,,5753,16-JAN-19 01.02.54.000000000 PM,OCC(=O)[C@H]4CC[C@@H]2[C@]4(C)C[C@H](O)[C@@H]1[C@@]3(C)CCC(=O)C=C3CC[C@H]12
NCGC00022472-10,tox21-ppard-bla-agonist-p1,activity,Tox21_110879_1,Corticosterone,50-22-6,inactive,inactive,0.0,170466845.0,A,inactive_match,0,,,,,Tox21_110879_1,50-22-6,170466845,Corticosterone,A,,5753,16-JAN-19 01.02.54.000000000 PM,OCC(=O)[C@H]4CC[C@@H]2[C@]4(C)C[C@H](O)[C@@H]1[C@@]3(C)CCC(=O)C=C3CC[C@H]12
NCGC00016627-04,tox21-ppard-bla-antagonist-p1,activity,Tox21_110533_1,Lidoflazine,3416-26-0,inconclusive antagonist (cytotoxic),active antagonist,26.7165526432,-78.3500698334,170466621,A,inconclusive,-5.33333,,,,Tox21_110533_1,3416-26-0,170466621,Lidoflazine,A,,3926,16-JAN-19 01.02.54.000000000 PM,Cc4cccc(C)c4NC(=O)CN3CCN(CCCC(c1ccc(F)cc1)c2ccc(F)cc2)CC3
NCGC00016627-04,tox21-rxr-bla-agonist-p1,activity,Tox21_110533_1,Lidoflazine,3416-26-0,active antagonist,active antagonist,9.5205174636,-59.86371709,170466621,A,active_match,-3,,,,Tox21_110533_1,3416-26-0,170466621,Lidoflazine,A,,3926,16-JAN-19 01.02.54.000000000 PM,Cc4cccc(C)c4NC(=O)CN3CCN(CCCC(c1ccc(F)cc1)c2ccc(F)cc2)CC3
NCGC00016627-04,tox21-pparg-bla-antagonist-p1,activity,Tox21_110533_1,Lidoflazine,3416-26-0,inconclusive antagonist (cytotoxic),inconclusive antagonist,18.8321664035,-52.1760739559,170466621,A,inconclusive,-2.33333,,,,Tox21_110533_1,3416-26-0,170466621,Lidoflazine,A,,3926,16-JAN-19 01.02.54.000000000 PM,Cc4cccc(C)c4NC(=O)CN3CCN(CCCC(c1ccc(F)cc1)c2ccc(F)cc2)CC3
NCGC00016627-04,tox21-fxr-bla-antagonist-p1,activity,Tox21_110533_1,Lidoflazine,3416-26-0,inconclusive antagonist (cytotoxic),inconclusive antagonist,29.8469723322,-108.3372192883,170466621,A,inconclusive,-3,,,,Tox21_110533_1,3416-26-0,170466621,Lidoflazine,A,,3926,16-JAN-19 01.02.54.000000000 PM,Cc4cccc(C)c4NC(=O)CN3CCN(CCCC(c1ccc(F)cc1)c2ccc(F)cc2)CC3
NCGC00016627-04,tox21-fxr-bla-agonist-p2,activity,Tox21_110533_1,Lidoflazine,3416-26-0,inactive,inactive,0.0,170466621.0,A,inactive_match,0,,,,,Tox21_110533_1,3416-26-0,170466621,Lidoflazine,A,,3926,16-JAN-19 01.02.54.000000000 PM,Cc4cccc(C)c4NC(=O)CN3CCN(CCCC(c1ccc(F)cc1)c2ccc(F)cc2)CC3
NCGC00016627-04,tox21-vdr-bla-antagonist-p1,activity,Tox21_110533_1,Lidoflazine,3416-26-0,inconclusive antagonist (cytotoxic),inconclusive antagonist,26.8324639099,-104.4058011378,170466621,A,inconclusive,-1.33333,,,,Tox21_110533_1,3416-26-0,170466621,Lidoflazine,A,,3926,16-JAN-19 01.02.54.000000000 PM,Cc4cccc(C)c4NC(=O)CN3CCN(CCCC(c1ccc(F)cc1)c2ccc(F)cc2)CC3
NCGC00016627-04,tox21-vdr-bla-agonist-p1,activity,Tox21_110533_1,Lidoflazine,3416-26-0,inconclusive,inconclusive antagonist,23.7082928445,-38.57836428175,170466621,A,inconclusive,-2,,,,Tox21_110533_1,3416-26-0,170466621,Lidoflazine,A,,3926,16-JAN-19 01.02.54.000000000 PM,Cc4cccc(C)c4NC(=O)CN3CCN(CCCC(c1ccc(F)cc1)c2ccc(F)cc2)CC3
NCGC00016627-04,tox21-ppard-bla-agonist-p1,activity,Tox21_110533_1,Lidoflazine,3416-26-0,inactive,inactive,0.0,170466621.0,A,inactive_match,0.66667,,,,,Tox21_110533_1,3416-26-0,170466621,Lidoflazine,A,,3926,16-JAN-19 01.02.54.000000000 PM,Cc4cccc(C)c4NC(=O)CN3CCN(CCCC(c1ccc(F)cc1)c2ccc(F)cc2)CC3
NCGC00013289-09,tox21-ppard-bla-antagonist-p1,activity,Tox21_110022_1,Pridinol,511-45-5,inactive,inactive,0.0,170465865.0,A,inactive_match,0,,,,,Tox21_110022_1,511-45-5,170465865,Pridinol,A,,4904,16-JAN-19 01.02.54.000000000 PM,OC(CCN1CCCCC1)(c2ccccc2)c3ccccc3
NCGC00013289-09,tox21-rxr-bla-agonist-p1,activity,Tox21_110022_1,Pridinol,511-45-5,inactive,inactive,0.0,170465865.0,A,inactive_match,0,,,,,Tox21_110022_1,511-45-5,170465865,Pridinol,A,,4904,16-JAN-19 01.02.54.000000000 PM,OC(CCN1CCCCC1)(c2ccccc2)c3ccccc3
NCGC00013289-09,tox21-pparg-bla-antagonist-p1,activity,Tox21_110022_1,Pridinol,511-45-5,inactive,inactive,0.0,170465865.0,A,inactive_match,0,,,,,Tox21_110022_1,511-45-5,170465865,Pridinol,A,,4904,16-JAN-19 01.02.54.000000000 PM,OC(CCN1CCCCC1)(c2ccccc2)c3ccccc3
NCGC00013289-09,tox21-fxr-bla-antagonist-p1,activity,Tox21_110022_1,Pridinol,511-45-5,inactive,inactive,0.0,170465865.0,A,inactive_match,0,,,,,Tox21_110022_1,511-45-5,170465865,Pridinol,A,,4904,16-JAN-19 01.02.54.000000000 PM,OC(CCN1CCCCC1)(c2ccccc2)c3ccccc3
NCGC00013289-09,tox21-fxr-bla-agonist-p2,activity,Tox21_110022_1,Pridinol,511-45-5,inactive,inactive,0.0,170465865.0,A,inactive_match,0,,,,,Tox21_110022_1,511-45-5,170465865,Pridinol,A,,4904,16-JAN-19 01.02.54.000000000 PM,OC(CCN1CCCCC1)(c2ccccc2)c3ccccc3
NCGC00013289-09,tox21-vdr-bla-antagonist-p1,activity,Tox21_110022_1,Pridinol,511-45-5,inactive,inactive,0.0,170465865.0,A,inactive_match,0,,,,,Tox21_110022_1,511-45-5,170465865,Pridinol,A,,4904,16-JAN-19 01.02.54.000000000 PM,OC(CCN1CCCCC1)(c2ccccc2)c3ccccc3
NCGC00013289-09,tox21-vdr-bla-agonist-p1,activity,Tox21_110022_1,Pridinol,511-45-5,inactive,inactive,0.0,170465865.0,A,inactive_match,0,,,,,Tox21_110022_1,511-45-5,170465865,Pridinol,A,,4904,16-JAN-19 01.02.54.000000000 PM,OC(CCN1CCCCC1)(c2ccccc2)c3ccccc3
NCGC00013289-09,tox21-ppard-bla-agonist-p1,activity,Tox21_110022_1,Pridinol,511-45-5,inactive,inactive,0.0,170465865.0,A,inactive_match,0,,,,,Tox21_110022_1,511-45-5,170465865,Pridinol,A,,4904,16-JAN-19 01.02.54.000000000 PM,OC(CCN1CCCCC1)(c2ccccc2)c3ccccc3
NCGC00259161-01,tox21-gr-hela-bla-antagonist-p1,activity,Tox21_201612,Tolbutamide,64-77-7,inactive,inactive,0.0,144208810.0,A,inactive_match,0,,,,,Tox21_201612,64-77-7,144208810,Tolbutamide,A,A,5505,16-JAN-19 01.02.54.000000000 PM,Cc1ccc(cc1)S(=O)(=O)NC(=O)NCCCC
NCGC00259161-01,tox21-pparg-bla-agonist-p1,activity,Tox21_201612,Tolbutamide,64-77-7,inactive,inactive,0.0,144208810.0,A,inactive_match,0,,,,,Tox21_201612,64-77-7,144208810,Tolbutamide,A,A,5505,16-JAN-19 01.02.54.000000000 PM,Cc1ccc(cc1)S(=O)(=O)NC(=O)NCCCC
NCGC00259161-01,tox21-ppard-bla-antagonist-p1,activity,Tox21_201612,Tolbutamide,64-77-7,inactive,inactive,0.0,144208810.0,A,inactive_match,0,,,,,Tox21_201612,64-77-7,144208810,Tolbutamide,A,A,5505,16-JAN-19 01.02.54.000000000 PM,Cc1ccc(cc1)S(=O)(=O)NC(=O)NCCCC
NCGC00259161-01,tox21-er-bla-antagonist-p1,activity,Tox21_201612,Tolbutamide,64-77-7,inactive,inactive,0.0,144208810.0,A,inactive_match,-0.66667,,,,,Tox21_201612,64-77-7,144208810,Tolbutamide,A,A,5505,16-JAN-19 01.02.54.000000000 PM,Cc1ccc(cc1)S(=O)(=O)NC(=O)NCCCC
NCGC00259161-01,tox21-rxr-bla-agonist-p1,activity,Tox21_201612,Tolbutamide,64-77-7,inactive,inactive,0.0,144208810.0,A,inactive_match,0.66667,,,,,Tox21_201612,64-77-7,144208810,Tolbutamide,A,A,5505,16-JAN-19 01.02.54.000000000 PM,Cc1ccc(cc1)S(=O)(=O)NC(=O)NCCCC
NCGC00259161-01,tox21-pparg-bla-antagonist-p1,activity,Tox21_201612,Tolbutamide,64-77-7,inactive,inactive,0.0,144208810.0,A,inactive_match,-0.66667,,,,,Tox21_201612,64-77-7,144208810,Tolbutamide,A,A,5505,16-JAN-19 01.02.54.000000000 PM,Cc1ccc(cc1)S(=O)(=O)NC(=O)NCCCC
NCGC00259161-01,tox21-fxr-bla-antagonist-p1,activity,Tox21_201612,Tolbutamide,64-77-7,inactive,inactive,0.0,144208810.0,A,inactive_match,0,,,,,Tox21_201612,64-77-7,144208810,Tolbutamide,A,A,5505,16-JAN-19 01.02.54.000000000 PM,Cc1ccc(cc1)S(=O)(=O)NC(=O)NCCCC
NCGC00259161-01,tox21-fxr-bla-agonist-p2,activity,Tox21_201612,Tolbutamide,64-77-7,inactive,inactive,0.0,144208810.0,A,inactive_match,0,,,,,Tox21_201612,64-77-7,144208810,Tolbutamide,A,A,5505,16-JAN-19 01.02.54.000000000 PM,Cc1ccc(cc1)S(=O)(=O)NC(=O)NCCCC
